5.276514269999999669e+03 1.538499999999999979e+01 4.000000000000000083e-03
5.295553420000000187e+03 1.541900000000000048e+01 4.000000000000000083e-03
5.447885080000000016e+03 1.548300000000000054e+01 4.000000000000000083e-03
5.459852920000000267e+03 1.557699999999999996e+01 4.000000000000000083e-03
5.473894860000000335e+03 1.517099999999999937e+01 4.000000000000000083e-03
5.487808729999999741e+03 1.515700000000000003e+01 4.000000000000000083e-03
5.492820240000000013e+03 1.512700000000000067e+01 4.000000000000000083e-03
5.493842709999999897e+03 1.510899999999999999e+01 4.000000000000000083e-03
5.494819260000000213e+03 1.525099999999999945e+01 4.000000000000000083e-03
5.495776389999999992e+03 1.536700000000000088e+01 4.000000000000000083e-03
5.497872459999999592e+03 1.555400000000000027e+01 4.000000000000000083e-03
5.499779700000000048e+03 1.507199999999999918e+01 4.000000000000000083e-03
5.502870920000000297e+03 1.546599999999999930e+01 4.000000000000000083e-03
5.503814159999999902e+03 1.557199999999999918e+01 4.000000000000000083e-03
5.505774900000000343e+03 1.505700000000000038e+01 4.000000000000000083e-03
5.507810339999999997e+03 1.528800000000000026e+01 4.000000000000000083e-03
5.509776569999999992e+03 1.556199999999999939e+01 4.000000000000000083e-03
5.510810559999999896e+03 1.540900000000000070e+01 4.000000000000000083e-03
5.511820649999999659e+03 1.506199999999999939e+01 4.000000000000000083e-03
5.512829560000000129e+03 1.513100000000000023e+01 4.000000000000000083e-03
5.514831769999999779e+03 1.538700000000000045e+01 4.000000000000000083e-03
5.515808949999999641e+03 1.552599999999999980e+01 4.000000000000000083e-03
5.516834340000000338e+03 1.550999999999999979e+01 4.000000000000000083e-03
5.517795409999999720e+03 1.517099999999999937e+01 4.000000000000000083e-03
5.521783319999999549e+03 1.548300000000000054e+01 4.000000000000000083e-03
5.522781670000000304e+03 1.556300000000000061e+01 4.000000000000000083e-03
5.523742009999999937e+03 1.527399999999999913e+01 4.000000000000000083e-03
5.524751449999999750e+03 1.507300000000000040e+01 4.000000000000000083e-03
5.525717370000000301e+03 1.519100000000000072e+01 4.000000000000000083e-03
5.526754219999999805e+03 1.532499999999999929e+01 4.000000000000000083e-03
5.527815260000000308e+03 1.544599999999999973e+01 4.000000000000000083e-03
5.528689690000000155e+03 1.555000000000000071e+01 4.000000000000000083e-03
5.529670110000000022e+03 1.538299999999999912e+01 4.000000000000000083e-03
5.530748239999999896e+03 1.506900000000000084e+01 4.000000000000000083e-03
5.531831309999999576e+03 1.516399999999999970e+01 4.000000000000000083e-03
5.532740190000000439e+03 1.527599999999999980e+01 4.000000000000000083e-03
5.533760189999999966e+03 1.540000000000000036e+01 4.000000000000000083e-03
5.534793639999999868e+03 1.553700000000000081e+01 4.000000000000000083e-03
5.535694410000000062e+03 1.548399999999999999e+01 4.000000000000000083e-03
5.536772969999999987e+03 1.510899999999999999e+01 4.000000000000000083e-03
5.539781729999999698e+03 1.536299999999999955e+01 4.000000000000000083e-03
5.546748889999999847e+03 1.545400000000000063e+01 4.000000000000000083e-03
5.547807950000000346e+03 1.555799999999999983e+01 4.000000000000000083e-03
5.548780639999999948e+03 1.527500000000000036e+01 4.000000000000000083e-03
5.549799890000000232e+03 1.505599999999999916e+01 4.000000000000000083e-03
5.550821909999999662e+03 1.519699999999999918e+01 4.000000000000000083e-03
5.553717620000000352e+03 1.555400000000000027e+01 4.000000000000000083e-03
5.556740490000000136e+03 1.514300000000000068e+01 4.000000000000000083e-03
5.557722399999999652e+03 1.526900000000000013e+01 4.000000000000000083e-03
5.558721910000000207e+03 1.539300000000000068e+01 4.000000000000000083e-03
5.559765330000000176e+03 1.552299999999999969e+01 4.000000000000000083e-03
5.560778849999999693e+03 1.548300000000000054e+01 4.000000000000000083e-03
5.561666650000000118e+03 1.516499999999999915e+01 4.000000000000000083e-03
5.562789170000000013e+03 1.510200000000000031e+01 4.000000000000000083e-03
5.563719140000000152e+03 1.523300000000000054e+01 4.000000000000000083e-03
5.565725980000000163e+03 1.547499999999999964e+01 4.000000000000000083e-03
5.566754789999999957e+03 1.554499999999999993e+01 4.000000000000000083e-03
5.582743749999999636e+03 1.525999999999999979e+01 4.000000000000000083e-03
5.589691490000000158e+03 1.533300000000000018e+01 4.000000000000000083e-03
5.592710829999999987e+03 1.527100000000000080e+01 4.000000000000000083e-03
5.596682689999999639e+03 1.542500000000000071e+01 4.000000000000000083e-03
5.598663779999999861e+03 1.539799999999999969e+01 4.000000000000000083e-03
5.614630180000000109e+03 1.531300000000000061e+01 4.000000000000000083e-03
5.619620230000000447e+03 1.516799999999999926e+01 4.000000000000000083e-03
5.622620340000000397e+03 1.553299999999999947e+01 4.000000000000000083e-03
5.623583090000000084e+03 1.546199999999999974e+01 4.000000000000000083e-03
5.625576149999999870e+03 1.511899999999999977e+01 4.000000000000000083e-03
5.627646160000000236e+03 1.538499999999999979e+01 4.000000000000000083e-03
5.629586210000000392e+03 1.554299999999999926e+01 4.000000000000000083e-03
5.633572830000000067e+03 1.533699999999999974e+01 4.000000000000000083e-03
5.647567769999999655e+03 1.552699999999999925e+01 4.000000000000000083e-03
5.650563470000000052e+03 1.509600000000000009e+01 4.000000000000000083e-03
5.652564940000000206e+03 1.535299999999999976e+01 4.000000000000000083e-03
5.656532799999999952e+03 1.506099999999999994e+01 4.000000000000000083e-03
5.659562340000000404e+03 1.545199999999999996e+01 4.000000000000000083e-03
5.670515739999999823e+03 1.526099999999999923e+01 4.000000000000000083e-03
5.674542099999999664e+03 1.517399999999999949e+01 4.000000000000000083e-03
5.679533669999999802e+03 1.555300000000000082e+01 4.000000000000000083e-03
5.685526770000000397e+03 1.555000000000000071e+01 4.000000000000000083e-03
5.693487369999999828e+03 1.514100000000000001e+01 4.000000000000000083e-03
5.825863089999999829e+03 1.506499999999999950e+01 4.000000000000000083e-03
5.844820649999999659e+03 1.507399999999999984e+01 4.000000000000000083e-03
5.854809919999999693e+03 1.554199999999999982e+01 4.000000000000000083e-03
5.863779239999999845e+03 1.509800000000000075e+01 4.000000000000000083e-03
5.867789740000000165e+03 1.555300000000000082e+01 4.000000000000000083e-03
5.875759070000000065e+03 1.505499999999999972e+01 4.000000000000000083e-03
5.880825139999999919e+03 1.543299999999999983e+01 4.000000000000000083e-03
5.883815260000000308e+03 1.527100000000000080e+01 4.000000000000000083e-03
5.886833370000000286e+03 1.552299999999999969e+01 4.000000000000000083e-03
5.892796239999999671e+03 1.557699999999999996e+01 4.000000000000000083e-03
5.897784899999999652e+03 1.542999999999999972e+01 4.000000000000000083e-03
5.910751580000000104e+03 1.548799999999999955e+01 4.000000000000000083e-03
5.924748330000000351e+03 1.541600000000000037e+01 4.000000000000000083e-03
5.932712209999999686e+03 1.508799999999999919e+01 4.000000000000000083e-03
5.940742170000000442e+03 1.531799999999999962e+01 4.000000000000000083e-03
5.952752709999999752e+03 1.524799999999999933e+01 4.000000000000000083e-03
5.961691499999999905e+03 1.556000000000000050e+01 4.000000000000000083e-03
5.970647969999999987e+03 1.513000000000000078e+01 4.000000000000000083e-03
5.972725010000000111e+03 1.539400000000000013e+01 4.000000000000000083e-03
6.006558530000000246e+03 1.531400000000000006e+01 4.000000000000000083e-03
6.013598039999999855e+03 1.507600000000000051e+01 4.000000000000000083e-03
6.020571789999999964e+03 1.509200000000000053e+01 4.000000000000000083e-03
6.226875659999999698e+03 1.507300000000000040e+01 4.000000000000000083e-03
6.229876320000000305e+03 1.538599999999999923e+01 4.000000000000000083e-03
6.236846410000000105e+03 1.548000000000000043e+01 4.000000000000000083e-03
6.292803930000000037e+03 1.542500000000000071e+01 4.000000000000000083e-03
6.317676679999999578e+03 1.539700000000000024e+01 4.000000000000000083e-03
6.333669810000000325e+03 1.506000000000000050e+01 4.000000000000000083e-03
6.344636400000000322e+03 1.551500000000000057e+01 4.000000000000000083e-03
6.368556650000000445e+03 1.548099999999999987e+01 4.000000000000000083e-03
6.376552539999999681e+03 1.532799999999999940e+01 4.000000000000000083e-03
6.378526909999999589e+03 1.517500000000000071e+01 4.000000000000000083e-03
6.379540740000000369e+03 1.527200000000000024e+01 4.000000000000000083e-03
6.380551660000000084e+03 1.540399999999999991e+01 4.000000000000000083e-03
6.381553549999999632e+03 1.554100000000000037e+01 4.000000000000000083e-03
6.382544829999999820e+03 1.542600000000000016e+01 4.000000000000000083e-03
6.385519790000000285e+03 1.525699999999999967e+01 4.000000000000000083e-03
6.560835500000000138e+03 1.522400000000000020e+01 4.000000000000000083e-03
6.592747409999999945e+03 1.528299999999999947e+01 4.000000000000000083e-03
6.593728670000000420e+03 1.539300000000000068e+01 4.000000000000000083e-03
6.593842599999999948e+03 1.540000000000000036e+01 4.000000000000000083e-03
6.594821200000000317e+03 1.553899999999999970e+01 4.000000000000000083e-03
6.594859239999999772e+03 1.554100000000000037e+01 4.000000000000000083e-03
6.595720779999999650e+03 1.545299999999999940e+01 4.000000000000000083e-03
6.595856859999999870e+03 1.540700000000000003e+01 4.000000000000000083e-03
